id,npop,frac,alpha_init,cxpb,mutpb,score
33,59,0.5,0.1434988550184692,0.6489480967978485,0.0671285968538015,6657.362338565724
37,55,0.5,0.1438750692918805,0.7034527385830842,0.1317053245368357,7848.652915164067
34,59,0.5,0.0752350695429336,0.7388609033555671,0.08876312498982439,6384.716942658292
17,55,0.6,0.16959079269110014,0.6111567999937241,0.1599148713382799,7385.614191951924
22,58,0.6,0.1256995168466277,0.7188200540968235,0.10755344493350599,7428.646182060014
40,73,0.4,0.033879831238848176,0.5636395079095682,0.05711602602867777,6482.248366082502
49,71,0.2,0.16916320332925325,0.7796562415680882,0.10157747221862298,6837.265978318948
31,53,0.6,0.04507593479335564,0.5870852963690059,0.07512054610210529,6660.868042621306
13,59,0.6,0.19495576692872502,0.6498086173374893,0.19113702197218368,6063.043599636229
51,73,0.2,0.026089243779132,0.5509082425383163,0.18664816752621022,6867.456691460364
12,80,0.5,0.10646627759715006,0.7730555176816261,0.07847745936740397,6683.559350993587
46,53,0.5,0.0662538078857988,0.6499399766710405,0.09880184823139945,7540.579431520888
57,62,0.2,0.11844848986381443,0.5671142218246308,0.062261489352859065,6781.466975459218
53,61,0.4,0.07465419465037772,0.5873645862233404,0.1801129735380354,7079.598358376714
14,62,0.6,0.1721247105789178,0.6440680919052809,0.16155959829397976,6580.474172830097
52,56,0.4,0.15423207471612366,0.6800626490396748,0.17616982935587827,7462.0129671502
38,57,0.6,0.095660555157119,0.6571686319600935,0.05460504151310548,6550.521764422793
44,55,0.6,0.10668601175479919,0.6133906503030824,0.10203963268439326,6401.002816659706
61,51,0.3,0.05553033932482677,0.7964475495818099,0.11315203811454011,6810.025516459664
45,56,0.6,0.1380890727069042,0.629885036330095,0.07911779674777844,6641.118123015787
43,51,0.6,0.16568868101643147,0.7886603375542455,0.13554208553677705,6673.341920986449
35,58,0.6,0.19558027237450545,0.7896690553553,0.11474833207246624,6473.721541641342
60,69,0.2,0.02741979329713838,0.5345307495283782,0.1827590105569492,7427.377234637569
32,58,0.6,0.1908719538297321,0.6969969517132217,0.14723042068435616,6702.157984500247
56,76,0.3,0.07477051818215084,0.684555809767711,0.1672855402449132,6411.982300297906
55,51,0.5,0.023906749578146223,0.7598505072099717,0.16821746730878395,6698.4150973297
47,77,0.5,0.18093887123060842,0.5054278950921415,0.08012795171611392,7455.503484398871
58,58,0.4,0.17924594429250804,0.6693340499720593,0.188760080316271,6792.506462707444
48,60,0.6,0.15871307138858137,0.6017286943552801,0.08195446945712206,7189.372369688144
59,64,0.4,0.03046883016476621,0.5137255202854458,0.09436069057775484,6483.190067699107
42,63,0.6,0.057948039433168716,0.5025440787391007,0.18180768473132702,6370.977093855278
76,50,0.2,0.06525609457968516,0.7376554273646878,0.1239891564125207,6866.643234178948
25,80,0.6,0.08854600811105795,0.7440054521488919,0.11216367782586581,6998.112490495658
67,52,0.4,0.19426452259924198,0.7909389513489411,0.06670434651903379,6442.344579523888
54,69,0.5,0.03571573570513606,0.665351142220765,0.06564124970219204,6662.815359171327
71,64,0.2,0.1338820015574074,0.6930398240809525,0.19111017833735,6681.001459296461
75,62,0.2,0.06093212533540205,0.7602668152844527,0.15937538974932933,7177.150599506988
65,56,0.4,0.01752784054860385,0.5031518454556017,0.19738754398256952,6854.626347891854
62,53,0.5,0.04180285311765304,0.5724260855293529,0.16160096248055128,7046.625798123853
70,57,0.4,0.025460065422919682,0.5842360170694026,0.19750650758291038,8228.486158036714
63,53,0.5,0.18304523947307333,0.6134831811632678,0.1955396054792316,7423.439862086744
78,66,0.3,0.04411762101560612,0.5448688819666859,0.07123072686219603,7241.124694253168
72,62,0.4,0.01779992835354706,0.5560438550637703,0.16890977082453829,6462.379750088132
81,73,0.2,0.15815125554839557,0.746308952353347,0.14352913663222225,6738.189620758482
77,77,0.3,0.029177546838459516,0.7333237725384165,0.09921403275106883,6419.614826105383
86,64,0.2,0.08518498449694581,0.6016007434685177,0.08869536387076576,6939.533808191607
69,65,0.4,0.05922633845219255,0.6624806788738897,0.09609816767187704,7326.312901217329
73,68,0.4,0.05671114454808345,0.5302842867617877,0.14170876247322423,7793.703450066932
90,65,0.2,0.04373984098772206,0.5951724905540785,0.18395530020688428,6492.136560541782
64,79,0.4,0.11453972606471124,0.713483283989899,0.09716896127923855,6735.748822694092
83,55,0.4,0.09220122018548502,0.5473690831256481,0.1572236677953217,6666.3815674831685
80,69,0.4,0.03399696580927201,0.5620221655257359,0.1318239442003686,7351.722576699824
84,71,0.3,0.05799141748083785,0.5193242580042984,0.19450788249823636,6374.317858873805
66,59,0.6,0.0708477421512489,0.6173807158617992,0.10978327400568663,6283.89945113652
88,68,0.3,0.1227738030536064,0.5415487392077885,0.19748256001129866,6801.00235009202
39,71,0.6,0.16264324755248952,0.6979471675253239,0.11394490680707818,6467.661758335602
23,77,0.6,0.16373658116577114,0.6556034850569006,0.13420367971675687,7313.658137096012
87,50,0.5,0.19549928015779472,0.5056732924185432,0.15375551285774647,6476.044588249071
89,58,0.5,0.11717366886292105,0.5516522659639528,0.0633870842682529,6808.835092851445
96,59,0.4,0.14158582327453478,0.7546973367459726,0.10574214961213474,6838.332399902921
94,70,0.3,0.019157495238666722,0.5214654164683691,0.126753756380031,7115.77684427627
79,77,0.4,0.06806834653248466,0.712797197359111,0.17520337431060928,7041.809165418313
68,56,0.6,0.15780472923957592,0.7673628193354156,0.18014207633754964,6475.6288307578525
100,62,0.4,0.08295556625619978,0.7536394994664151,0.13163343339774328,6787.94575746187
92,60,0.5,0.140520378582009,0.7869619188272851,0.15692691662786096,6684.887835455873
95,78,0.4,0.0402988688439879,0.7298083576391937,0.18245143540633196,6818.23161914764
91,79,0.5,0.1867204975369386,0.6917332538919642,0.08385958660957367,6918.902572215618
99,56,0.6,0.14672355788925678,0.7346805841895936,0.12425387503389619,6397.083601294413
85,75,0.5,0.11436128696457865,0.6624132955954942,0.17769389994970702,6551.066969136444
82,71,0.6,0.16973651922688018,0.7238554656213567,0.15343927689503972,6438.197514006886
93,60,0.6,0.12614447990297156,0.7184662168868778,0.1480111575967357,6938.736408375469
50,78,0.6,0.10205475729637387,0.7956524689477393,0.08519606523065579,6602.432889246515
98,80,0.6,0.11853421190133365,0.5528827685619426,0.08758931133160691,6969.184553888251
97,72,0.5,0.12296978291977129,0.7568831416739015,0.18449065566745237,6664.915711355733
74,75,0.6,0.02748834540373548,0.5660466276564613,0.17123950449052378,6677.73538179308
